LIMS_ID,B.naive,B.memory,Plasma.,T.CD8,T.CD4.naive,T.CD4.memory.resting,T.CD4.memory.activated,T.follicular.helper,T.regulatory.(Tregs),T.gamma.delta,NK.resting,NK.activated,Monocytes,Macrophages.M0,Macrophages.M1,Macrophages.M2,Dendritic.resting,Dendritic.activated,Mast.resting,Mast.activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
HOA7812A1,0.01250675,0,0.000623733,0.129750067,0,0.066452674,0.010512827,0,0.003664638,0,0,0.028036088,0.54943848,0.001006675,0,0,0.002349208,0,0,0.000697132,0,0.194961727,0,0.84901522,0.575460136
HOA7812A2,0.028923977,0,0,0.285487372,0,0,0.034068117,0,0.014602306,0,0.004517002,0.031966204,0.290385132,0.009793989,0,0,0,0,0,0.009159254,0,0.291096647,0,0.770783881,0.663526796
HOA7812A3,0.005257323,0.0022637,0.006034803,0.185068917,0,0.008718228,0.009458264,0,0.014333034,0,0,0.026993912,0.475273731,0.005790827,0,0,0,0.00132677,0.002109983,0,0,0.257370508,0,0.538764647,0.846463155
HOA7812A4,0.037008611,0.001493393,0,0.294568874,0,0,0.03128771,0,0.022749217,0,0,0.051228001,0.358093634,0.002633561,0,0.004432451,0,0,0,0.00064615,0,0.195858399,0,0.807337937,0.643566612
HOA7812A5,0.038388831,0.003914198,0,0.006922062,0.039727098,0,0,0,0.019045185,0.006405943,0.015091291,0,0.466112839,0.013730919,0,0,0,0,0.014899043,0,0,0.375762591,0,0.777770648,0.630019889
HOA7812A6,0.026357586,0.009742076,0,0.120042111,0,0,0.011750163,0,0.012493882,0,0.020861699,0,0.48015173,0.006084145,0,0,0,0,0,0,0,0.312516609,0,0.816568332,0.593877091
HOA7812A7,0.019478436,0.009188702,0.006494838,0.147095697,0,0,0.019425457,0,0.018870418,0.019784961,0.0122372,0.033625487,0.347251426,0.006534175,0,0,0,0,0,0,0,0.360013204,0,0.673831079,0.738853934
HOA7812A8,0.01997067,0.020027415,0.005630662,0.151112283,0,0,0.013903765,0,0.018073765,0.00389879,0.013900501,0.03342302,0.34615307,0.008853672,0,0,0,5.39E-05,0,0,0,0.364998495,0,0.684335933,0.729428907
HOA7812A9,0.017566326,0,0.002029761,0.079546788,0.020001526,0.012501312,0.013534279,0,0.01003325,0.009803275,0.023483646,0,0.456717961,0.006500591,0,0,0,0,0.000309938,0,0,0.347971346,0,0.838408975,0.563238974
HOA7812A10,0.00968517,0.00040789,0.002051946,0.080940888,0,0,0.005427424,0,0.021297537,0,0.019846089,0.002310893,0.394857677,0.011843874,0,0,0,0.000981338,0.002101107,0,0,0.448248166,0,0.806912047,0.592695556
HOA7812A11,0.030904287,0.015089689,0,0.171970253,0,0,0.020637494,0,0.023326239,0.005690597,0.012956299,0.014037728,0.381289615,0.016780433,0,0,0,0,0,0.005748101,0,0.301569263,0,0.835713801,0.590710638
HOA7812A12,0.00486345,0,0.003085732,0.103632952,0.004007226,0,0.020898241,0,0.010860858,0.013234274,0.00221794,0.025379947,0.296649711,0.004885311,0,0,0,0.003823776,0,0.004497909,0,0.501962673,0,0.828988591,0.563753159
HOA7812A13,0.011817432,0,0.001665159,0.05976339,0,0,0.018063306,0,0.015322103,0.030072119,0,0,0.32916154,0,0,0,0,0.00036929,0,0.005003613,0,0.528762049,0,0.790643479,0.613208729
HOA7812A14,0.014814282,0,0,0.126747182,0,0,0.010592266,0,0.019352047,0.00640282,0,0.011642196,0.372741272,0.008458685,0,0,0,0.000420316,0.000653963,0,0,0.42817497,0,0.827685045,0.570081291
HOA7812A15,0.004694415,0,0.001404107,0.013267588,0.022563699,0,0.009347794,0,0.011779096,0,0.041599867,0.000976651,0.318820329,0,0,0,0,0.002541804,0,0,0,0.573004651,0,0.870921697,0.49333773
HOA7812A16,0.010606916,0,0.00017819,0.130561168,0,0,0.004037362,0,0.013921906,0.038725959,0,0.038031523,0.354184321,0.001740131,0,0,0,0.00090069,0,0,0,0.407111835,0,0.86805326,0.522986843
HOA7812A17,0.003191861,0.022472764,0.000806605,0.029768842,0.023441321,0,0.027338217,0,0.025464188,0,0.038982353,0.003284144,0.157680759,0.038348979,0,0,0,0.006127954,0.002687119,0,0,0.620404893,0,0.841868339,0.54178942
HOA7812A18,0.028269705,0.020748989,0.00414534,0.055528641,0.024930774,0,0.001503759,0,0.029739521,0.006614546,0.014588353,0,0.266145303,0.023236673,0,0,0,0.004161148,0.012262588,0,0,0.50812466,0,0.731748939,0.682427224
HOA7812A19,0.033793084,0,0,0.074983611,0.039436852,0.046412077,0.009163021,0,0.005607959,0.011531859,0.003535247,0.000411845,0.430680249,0.001395251,0,0,0,0.001388361,0,0,0,0.341660583,0,0.839729286,0.566948987
HOA7812A20,0,0.01318783,0.001066049,0.076415761,0.004297504,0,0.018152694,0,0.010396236,0.012339309,0.004424789,0.002678686,0.454719648,0,0,0,0,0.000446806,0,9.35E-05,0,0.401781152,0,0.896818954,0.467800823
HOA7812A21,0.014573231,0.013415716,0.003380438,0.077415632,0.011265844,0,0.03705429,0,0.042704839,0.014050727,0.011033447,0.013106631,0.268720205,0.061317924,0.002353052,0,0,0,0,0,0,0.429608024,0,0.730889756,0.683949492
HOA7812A22,0.005563631,0.015371136,0,0.019909006,0.090308409,0.00962465,0,0,0,0,0.011591175,0.012878622,0.236895344,0.020014097,0,0,0,0.000966442,0.013936897,0,0,0.562940592,0,0.777533248,0.630036456
HOA7812A23,0,0.012095095,0,0.122913943,0,0,0.008974616,0,0.005592482,0.013605335,0,0.027057782,0.400984524,0,0.000170572,0,0,0.002809084,0,0.006792789,0,0.399003778,0,0.814598756,0.588496054
HOA7812A266,0.017826916,0.004901537,0.000934559,0.213257549,0.00449472,0,0.026940066,0,0.030023849,0,0.074403372,0.043139542,0.379013837,0.01199186,0,0.001604831,0,0,0.009465103,0,0,0.182002259,0,0.674825024,0.748238365
HOA7812A267,0,0.006229894,0.006373382,0.115882112,0.102342265,0.030257081,0.033189567,0,0.000273013,0,0.024772212,0.047059774,0.414788779,0.014530003,0,0,0.004904282,0,0.002542276,0,0,0.196855361,0,0.809683623,0.638428764
HOA7812A268,0.019894715,0,0,0.197267733,0.033498074,0.094017244,0.028341011,0,0.015375105,0,0.046542699,0.039847256,0.404010847,0,0,0,0,0,0.007450581,0,0,0.113754736,0,0.836727239,0.631170501
HOA7812A269,0.017701102,0.011193499,0,0.237588951,0.025045651,0,0.009617514,0,0.055394474,0,0.084416023,0.055445267,0.279939139,0.002790604,0,0.003488306,0,0,0.008930347,0,0,0.208449124,0,0.813317939,0.639416371
HOA7812A270,0.005421828,0.021448456,0.003892236,0.161637694,0,0.007526414,0.0010323,0,0.030007743,0,0.037806853,0.02904895,0.349001684,0.003732466,0,0,0,0,0.015522924,0,0,0.333920453,0,0.678658076,0.73561263
HOA7812A271,0.008145955,0.000775142,0,0.175218206,0.007243936,0.07412102,0.031640087,0,0.000891307,0,0.037193741,0.0359906,0.313386008,0,0,0,0,0.000190454,0.004501527,0,0,0.310702017,0,0.85214498,0.578814886
HOA7812A272,0.026072888,0,0,0.087500748,0.008634833,0.064956075,0.008897606,0,0.0171239,0,0.030068717,0.01268189,0.378986285,0.01390767,0,0,0,0,0,0,0,0.351169388,0,0.798835065,0.61742375
HOA7812A273,0.05104877,0,0,0.083500755,0.059561335,0.071928526,0.029984639,0,0.01704024,0,0.020109936,0.010698342,0.375778061,0.000663928,0,0,0,0.003231436,0.011521188,0,0,0.264932843,0,0.774116842,0.661612335
HOA7812A274,0.062988882,0,0,0.156866602,0.026582399,0.030067664,0.009350784,0,0.022281566,0,0.013108617,0.026025401,0.319190096,0,0,0,0,0,0.019422073,0,0,0.314115915,0,0.815255524,0.617855056
HOA7812A275,0.056462913,0.016695871,0,0.079497682,0.073806442,0.05632652,0.021390248,0,0.009780016,0,0.022596814,0,0.404189913,0,0,0,0,0.00066674,0.011798353,0,0,0.246788487,0,0.712056039,0.713992503
HOA7812A276,0.035802566,0.02883496,0.002316108,0.059943037,0.098238907,0.020610733,0.047636606,0,0.040064046,0,0.001468268,0.028479301,0.291752715,0.014820831,0,0,0.008171567,0,0.019173596,0,0,0.30268676,0,0.476670765,0.883349785
HOA7812A277,0.07464215,0,0,0.231344543,0.045278464,0.068399643,0.009601601,0,0.026764507,0,0.025953084,0.038166297,0.325759785,0,0,0,0,0,0.007066582,0,0,0.147023343,0,0.853325208,0.621927636
HOA7812A278,0.0137481,0.017338852,0,0.189183111,0,0.059189973,0.010372115,0,0.025815266,0,0.032751034,0.029197555,0.370954466,0,0,0,0,0,0.023459822,0,0,0.227989705,0,0.74371357,0.692541056
HOA7812A279,0.01424724,0.005735268,0,0.214407341,0,0.062740248,0.009534906,0,0.014280273,0,0.012114214,0.052537043,0.254834136,0,0,0,0,0.003294959,0.016399482,0,0,0.33987489,0,0.818087071,0.612134584
HOA7812A280,0,0.015376001,0,0.154229069,0,0.00180301,0.025085243,0,0.038145046,0,0.134765855,0.025247799,0.359561734,0.006918502,0,0,0,0,0.009262848,0,0,0.229604893,0,0.844752086,0.599550534
HOA7812A281,0,0.008734116,0,0.164872966,0.006719851,0.00928646,0.032615342,0,0.028092254,0,0.118578364,0.025410853,0.397239006,0,0,0,0.001902735,0,0.008228004,0,0,0.19832005,0,0.850101304,0.598109146
HOA7812A282,0.027319264,0,0,0.265229022,0,0.006161732,0.023111433,0,0.006887707,0,0.037480035,0.075752981,0.361591399,0,0,0,0.002039964,0,0.01761194,0,0,0.176814524,0,0.862525671,0.595598419
HOA7812A283,0.005493622,0.009123638,0.001403575,0.102030322,0.033165575,0.109384809,0.0232089,0,0.019215625,0.00153381,0,0.017247962,0.362495938,0.013790728,0,0,0,0,0.00888937,0,0,0.293016127,0,0.777902256,0.65205512
HOA7812A284,0.021161038,0,0,0.142296073,0.004851239,0.077188482,0.031156658,0,0.006190544,0,0,0.043952128,0.373521249,0,0,0,0.002926069,0.001996207,0.038849383,0,0.003980624,0.251930308,0,0.640873203,0.770142447
HOA7812A285,0.014436105,0.003923466,0,0.191099447,0.006684103,0.027843122,0.011641052,0,0.031621401,0,0.026840497,0.033498264,0.384824844,0,0,0,0,0.002473696,0.005615074,0,0,0.259498929,0,0.822882677,0.613013099
HOA7812A286,0.021787113,0,0,0.131403312,0.139822113,0.045222088,0.048252839,0,0.011201075,0.012465676,0,0.081109136,0.28254876,0,0,0,0.002126567,0.002612683,0,0.012893381,7.49E-05,0.208480325,0,0.854436555,0.611382944
HOA7812A287,0.063991104,0,0,0.152541961,0.05443191,0.051386628,0.052349862,0,0.017817343,0,0,0.038740168,0.26780233,0.012499814,0,0,0,0.000143814,0,0.00158599,0,0.286709076,0,0.734480356,0.699908208
HOA7812A288,0,0.019364978,0,0.029658608,0.032672775,0.032584388,0.014170272,0,0.004865558,0.015798524,0.008860031,0.001154829,0.437051215,0.010889373,0,0,0,0,0.002104252,0,0,0.390825197,0,0.773746388,0.634871165
HOA7812A289,0.006815618,0.009426367,0,0.039966855,0.029667929,0.045387218,0.020324623,0,0.006921685,0,0.011935649,0.000541016,0.348220096,0.015553295,0,0,0,0,0.007004956,0,0,0.458234692,0,0.811298397,0.588383532
HOA7812A290,0.018454751,0,0,0.278603927,0.077307331,0,0.01816996,0,0.031169874,0,0.004201892,0.0711738,0.272914264,0,0,0,0,0.000274255,0.007911863,0,0.016380568,0.203437516,0,0.838952279,0.619781823
HOA7812A291,0.038877531,0,0,0.132426114,0,0.083980366,0.012172835,0,0.017824858,0,0.013712066,0.031283652,0.387646641,0.01354607,0,0,0,0.000830653,0.005715847,0,0,0.261983368,0,0.67677598,0.740795531
HOA7812A295,0.023631569,0,0,0.073126287,0.013623283,0,0.00634347,0,0.013868255,0.007417232,0,0.014370358,0.315919589,0.001025205,0,0,0,0.000679242,0.002224734,0,0,0.527770775,0,0.825359074,0.56607999
HOA7812A296,0.028959103,0,0,0.092391458,0.039056953,0.037322353,0.034063167,0,0.014019533,0.004021041,0.001938676,0.004888825,0.332340018,9.03E-05,0,0,0,0.002321455,0.010709314,0,0,0.397877797,0,0.784376249,0.629539085
HOA7812A297,0.014177641,0,0,0.105704986,0.011505146,0.057371499,0.012931143,0,0.007142697,0,0.022510805,0.021795545,0.360959352,0,0,0,0,0.000826858,0.005060186,0,0,0.380014142,0,0.831912831,0.576381663
HOA7812A298,0.031034354,0,0,0.062084723,0.029195166,0.053289362,0.011563534,0,0,0,0.004597878,0.003686981,0.355571224,0.000177976,0,0,0,4.61E-05,0.019605101,0,0,0.429147592,0,0.875785915,0.508185872
HOA7812A299,0.046837155,0,0.000519919,0.190594426,0.015332592,0.054065067,0.032119984,0,0.003475149,0,0,0.069353503,0.26099069,0.010126473,0,0.001911388,0.005469012,0,0.011908167,0,0,0.297296475,0,0.847383172,0.597444316
HOA7812A300,0.059226298,0,0,0.243065746,0.010651421,0.003362858,0.017827731,0,0.037600625,0,0.018870378,0.054269486,0.259971339,0.019144448,0,0.001179886,0,0,0.01184472,0,0,0.262985065,0,0.824042778,0.627362534
HOA7812A292,0.023007599,0.00154975,0,0.082391697,0,0.062086043,0.005619906,0,0.014700334,0,0.028340421,0.051344516,0.420131159,0.002740117,0,0.00589494,0,0,0,0,0,0.302193518,0,0.838857661,0.579601941
HOA7812A293,0.045348163,0.007279353,0,0.143096635,0.022469312,0.016782797,0.015010686,0,0.040027118,0,5.28E-05,0.048039858,0.37863885,0.016020754,0,0,0.004210899,0,0,0.003585683,0,0.259437098,0,0.823073282,0.616078266
HOA7812A294,0.029220988,0,0,0.130489935,0,0.071675176,0.009075291,0,0.014445859,0,0.003942072,0.092652107,0.408033187,0,0,6.46E-05,0,0.001572417,0.001694961,0,0,0.237133402,0,0.819523888,0.617002165
HOA7812A26,0.140131277,0,0,0.233315135,0.006958694,0.011258602,0.011382403,0,0.04763535,0,0.030605657,0.054128543,0.248436311,0,0,0,0,0,0.007064919,0,0,0.20908311,0,0.815363945,0.64762611
HOA7812A66,0.029312495,0,0,0.076451926,0.034955449,0.016607503,0.018088665,0,0.017843522,0,0.001618375,0.036464915,0.344813204,0,0,0,0,0.003147068,0.020246483,0,0,0.400450395,0,0.843431838,0.560448627
HOA7812A67,0,0.00659306,0,0.104754457,0.021751303,0.028995527,0.0124123,0,0.005021374,0,0.038590183,0.002767375,0.354946661,0.001835192,0,0,0,0.001138267,0,0,0,0.4211943,0,0.876606083,0.508751195
HOA7812A33,0.063539298,0,0,0.191663662,0.017978077,0.020075471,0.051759731,0,0.022370258,0,0,0.066503859,0.258960697,0,0,0,0.005928267,0,0.006065132,0,0,0.295155548,0,0.840425888,0.60599336
HOA7812A44,0.013327992,0,0.001464179,0.081860788,0.044236125,0.005802342,0.016584167,0,0.016814161,0.020806657,0.006417395,0.009042524,0.439876486,0,0,0,0,0,0.001916865,0,0,0.34185032,0,0.852226734,0.550211541
HOA7812A25,0.025402083,0,0,0.089103451,0.029028239,0,0.016035473,0,0.015681652,0,0.025082748,0.023951168,0.459188841,0,0,0,0,0.00010175,0.013511171,0,0,0.302913425,0,0.763489366,0.654509626
HOA7812A38,0.038064909,0,0,0.163595487,0.028769667,0.005498471,0.01165085,0,0.03018476,0,0.0286026,0.004020208,0.431367382,0,0,0,0,0.002036921,0.018289528,0,0,0.237919218,0,0.849563842,0.588451114
HOA7812A39,0.051203687,0,0,0.255688154,0.010553288,0,0.019994232,0,0,0,0.042808057,0.062386541,0.26553044,0,0,0,0,0.002347819,0.003186854,0,0,0.286300927,0,0.833949369,0.60664399
HOA7812A40,0.027120124,0,0,0.100834225,0.117694544,0.037788872,0.015681337,0,0.011917013,0,0.010141055,0.016995762,0.395560651,0,0,0,0,0.002931204,0.011249982,0,0,0.252085231,0,0.851888582,0.587533279
HOA7812A45,0.011598887,0.022471027,0,0.095451683,0.069770635,0.027044685,0.07565895,0,0,0,0.0195579,0.009263864,0.318044122,0,0,0,0.00422499,0.007976475,0.004955747,0,0,0.333981036,0,0.817747249,0.61208783
HOA7812A50,0.037910144,0,0,0.11412606,0.101883453,0.07420556,0.029863333,0,0.008487197,0,0.02896686,0.000694359,0.369528777,0,0,0,0,0.000905185,0.009129412,0,0,0.224299662,0,0.82906777,0.622698383
HOA7812A74,0.07754053,0,0,0.214541417,0.051996335,0.045648651,0.035851536,0,0.003791424,0,0.034398722,0.062159001,0.26595398,0,0,0.000886445,0,0.000384133,0.008388542,0,0,0.198459284,0,0.732839009,0.711790245
HOA7812A92,0.013176279,0,0,0.253581135,0,0,0.007804779,0,0.016201859,0,0.033775372,0.043520759,0.416727425,0,0,0.003130611,0,0,0.009492445,0,0,0.202589334,0,0.832818356,0.610196202
HOA7812A93,0,0.047331012,0,0.135821954,0.059945696,0.042033716,0.077822911,0,0,0.02056812,0.008212288,0.022659782,0.319043631,0.00022975,0,0,0.004257294,0.003648321,0,0.007755939,0,0.250669587,0,0.822634842,0.630727242
HOA7812A105,0.001252586,0.025523342,0,0.163997358,0.061023737,0.008113316,0.035645258,0,0.017697906,0,0,0.047715207,0.312746019,0,0,0,0.005560282,0.00523643,0,0.003678605,0,0.311809955,0,0.846908592,0.586642994
HOA7812A47,0.040958945,0,0,0.223761467,0.037147054,0.030316453,0.027265547,0,0,0,0,0.060888756,0.268245065,0,0,0,0,0.001080251,0.002269368,0,0,0.308067093,0,0.763608661,0.668501368
HOA7812A48,0.02505267,0,0,0.160748241,0.037798245,0,0.014720434,0,0.028721158,0,0.017325987,0.035667992,0.414212752,0,0,0,0,0.001952621,0.005928956,0,0,0.257870946,0,0.84265753,0.59043599
HOA7812A71,0.014431779,0,0,0.194607405,0.017787565,0.028495365,0.041480941,0,0.005718591,0,0.020511724,0.044127916,0.372022143,0,0,0,0,0.00197875,0.012620182,0,0,0.24621764,0,0.88524283,0.558505175
HOA7812A64,0.02292691,0,0,0.091067193,0.066970469,0,0.030667127,0,0.01368516,0,0.056434332,0.012586804,0.416815001,0,0,0,0,0,0.002543132,0,0,0.286303872,0,0.838927209,0.586318859
HOA7812A78,0.011029612,0.019404531,0,0.093676561,0.07165072,0,0.035818194,0,0.018420977,0,0.010759342,0.015624921,0.322672422,0,0,0,0,0,0.004119102,0,0,0.396823617,0,0.829327739,0.580679194
HOA7812A89,0.058341568,0,0.005057704,0.114856537,0.031273124,0.089385546,0.017238983,0,0.012822916,0.044677523,0,0.036069981,0.367404099,0,0,0,0,0.002303427,0.011529636,0,0,0.209038958,0,0.710589208,0.722001492
HOA7812A94,0.010990658,0.007428764,0.002883299,0.026610823,0.025647576,0.016097029,0.031479353,0,0.024988265,0.003311327,0.013849449,0.00387394,0.377630084,0,0,0,0.004787469,0,0.012500922,0,0,0.437921043,0,0.826403643,0.570184909
HOA7812A114,0.02157402,0,0.000453838,0.055760795,0.033955873,0,0.016830069,0,0.009354831,0.024843116,0.015519997,0,0.286791406,0,0,0,0,0,0.006883255,0,0,0.528032801,0,0.783914819,0.621549941
HOA7812A27,0.023497786,0,0,0.232100992,0.096658798,0,0.023677811,0,0.013712263,0,0.013134872,0.053591989,0.296597471,0,0,0,0,0.001503305,0.022388498,0,0,0.223136215,0,0.868732598,0.59243934
HOA7812A30,0.02991263,0.007822565,0,0.178597394,0.110065362,2.30E-05,0.040030272,0,0.022041974,0,0,0.061943266,0.272766196,0,0,0,0.004624511,0.007292285,0,0,0,0.264880507,0,0.807238375,0.640922296
HOA7812A36,0,0.010148375,0,0.143987359,0.027078133,0.034057546,0.019327157,0,0.02148773,0,0.031788277,0.022111679,0.500497354,0,0.000209989,0,0,0.000702456,0.005371031,0,0,0.183232914,0,0.814664929,0.622727215
HOA7812A46,0.016547497,0.011774996,0.004183113,0.142664994,0.11864489,0,0.040082457,0,0.026994499,0,0,0.033977722,0.293488304,0,0,0.008901743,0.005480705,0.008690734,0.005354638,0,0,0.283213706,0,0.711695347,0.71674071
HOA7812A69,0.039690447,0,0,0.190493008,0.05748372,0.044854863,0.029063983,0,0.020120073,0,0,0.114199719,0.273314727,0,0.001265082,0,0.004925799,0,0,0,0,0.224588579,0,0.807761691,0.643526589
HOA7812A73,0,0.003928702,0.000958184,0.085891941,0,0.059040782,0.013542943,0,0,0.005815321,0.017339672,0.020785721,0.475587816,0.002836024,0,0,0,0.000743199,0,0.001568099,0,0.311961597,0,0.833413463,0.574881844
HOA7812A24,0.020573047,0,0.000761296,0.076135032,0.043941009,0.049234637,0.033452006,0,0.007539677,0.024537747,0,0.018274346,0.50181546,0,0,0,0,0.002755325,0,0,0,0.220980418,0,0.806200849,0.622278124
HOA7812A28,0.043301231,0,0,0.111405458,0.04513258,0.050065003,0.033487159,0,0.009858428,0,0.013987796,0.001718239,0.403057757,0,0,0,0,0.004227094,0.002397087,0,0,0.281362168,0,0.75512893,0.671626318
HOA7812A35,0.046466932,0.01846268,0,0.164963068,0.04705576,0.050619111,0.025590273,0,0.022423784,0,0,0.040798996,0.30551665,0,0,0.009898669,0.002495971,0.007841331,0.01451557,0,0,0.243351204,0,0.745584657,0.696556997
HOA7812A37,0.031097228,0,0,0.17554533,0.068358034,0.048967572,0.008960602,0,0.004766627,0,0.024535772,0.057493337,0.323656431,0,0,0.003818939,0,5.57E-05,0.008093891,0,0,0.244650582,0,0.82277499,0.624526672
HOA7812A31,0.014340475,0.008462734,0,0.198260897,0.06004335,0.037025167,0.013053762,0,0.030694169,0,0.037579077,0.061492625,0.264806419,0.008676547,0,0,0,0,0,0.000796068,0,0.264768711,0,0.835570419,0.611417865
HOA7812A41,0.010340751,0,0.001564257,0.043312072,0.070211678,0.042877673,0.022686511,0,0.011198509,0.017125856,0,0.001346999,0.493992624,0,0,0,0,0.003510659,0.007030907,0,0,0.274801504,0,0.830308167,0.585223356
HOA7812A53,0.032118751,0,0,0.162644971,0.026239328,0.003361431,0.026450514,0,0.013076988,0,0.025817304,0.053480826,0.42800715,0,0,0,0,0.002908967,0,0,0,0.225893769,0,0.835512858,0.603365208
HOA7812A63,0.011939996,0.032976757,0,0.153785476,0.055145377,0.059762697,0.032789208,0,0.015877795,0,0,0.069604192,0.289097344,0,0,0,0.006257491,0.007128922,0.005886837,0,0,0.259747906,0,0.829786332,0.622244373
HOA7812A57,0.038450351,0,0,0.192767772,0.067589703,0.002390599,0.035188742,0,0.01131547,0,0.010859871,0.041870452,0.357628667,0,0,0,0,0.001783581,0.00533081,0,0,0.234823983,0,0.708192357,0.720551166
HOA7812A80,0.042115871,0,0,0.215119863,0.042368236,0.004193823,0.037937774,0,0.004425688,0,0,0.09305455,0.245760254,0,0,0.024573414,0.004457212,0.009002709,0,0.008953684,0,0.26803692,0,0.826499623,0.62460515
HOA7812A84,0,0.034070025,0.000425714,0.089226297,0.083735555,0.057633391,0.037294837,0,0,0.000281664,0,0.039077035,0.360803993,0,0,0,0.005699399,0,0,0,0,0.291752089,0,0.7746935,0.655903824
HOA7812A98,0.073449582,0,0,0.16924165,0.047155795,0.047755103,0.02584739,0,0.003696308,0,0.020213356,0.064745909,0.301611005,0,0,0,0,0.001841264,0.015762748,0,0,0.228679889,0,0.805654359,0.649418526
HOA7812A100,0.039039248,0,0,0.142331458,0.002828851,0.053829851,0.014505637,0,0.002848178,0,0.017674204,0.025546546,0.399724619,0.005645955,0,0,0,0.000421826,0,0.002491171,0,0.293112456,0,0.78542498,0.640468476
HOA7812A102,0.039122153,0.002082103,0,0.101252116,0.020248961,0.085051042,0.01801217,0,0.008714304,0,0.01224356,0.027233355,0.438211544,0,0,0,0,0.001696808,0,0.001057924,0,0.245073961,0,0.82009101,0.613626407
HOA7812A106,0.010685582,0.002803057,5.25E-05,0.255697557,0.018365368,0,0.031112126,0,0.061885959,0,0.060952874,0.056840335,0.317783188,0.002916795,0,0,0,0,0,0.000966071,0,0.179938612,0,0.763748892,0.681645217
HOA7812A107,0.036886377,0,0,0.127214683,0.061244999,0,0.020768184,0,0.025022868,0,0.015742544,0.025392346,0.379173841,0,0,0,0,0.003476038,0.01485807,0,0,0.29022005,0,0.810865112,0.620388399
HOA7812A108,0.025578238,0,0,0.056460258,0.011024209,0.000143361,0.007145399,0,0.028236179,0,0.053000008,0,0.36815713,0.013983614,0,0,0,0,0.00236912,0,0,0.433902484,0,0.819052074,0.580538455
HOA7812A109,0.044521972,0,0,0.193066807,0.028988969,0.046678953,0.016772429,0,0.008028079,0,0.022495502,0.051191858,0.334728641,0,0,0,0,0.00073578,0,0.003298009,0,0.249493002,0,0.843199994,0.603542078
HOA7812A112,0.063999383,0.007300152,0,0.182446881,0.058082127,0.017676292,0.035917604,0,0.022084016,0,0,0.044878048,0.307514789,0,0,0,0.003490361,0.007327478,0,0.006540061,0,0.242742808,0,0.727289166,0.709649753
HOA7812A117,0.029470691,0,0,0.075860916,0.019821229,0.051873463,0.019098096,0,0.002900732,0.015789498,0.002953245,0.017825493,0.426026112,0,0,2.69E-05,0,0.001660911,0,0.012119497,0,0.32457322,0,0.792128681,0.624742643
HOA7812A29,0.035187735,0,0,0.143149067,0.062283901,0.133206975,0.045561196,0,0.007091894,0,0.013345928,0.028070363,0.265276413,0,0,0,0,0.001772989,0,0,0,0.265053538,0,0.882513169,0.57360761
HOA7812A32,0.048523334,0.000315575,0,0.240656792,0.042795198,0.009903258,0.031202742,0,0.029464916,0,0,0.061971965,0.248647631,0.008912806,0,0,0.002414149,0.005651842,0,0.014938283,0,0.254601511,0,0.748596571,0.692857653
HOA7812A52,0.039107539,0,0,0.165026959,0.066183037,0,0.022300047,0,0.007969277,0,0.037416397,0.06174522,0.301434121,0,0,0,0,0,0,0.003898026,0,0.294919378,0,0.847810875,0.589584638
HOA7812A43,0.04502144,0,0,0.068027129,0.077683805,0.068648461,0.046168608,0,0,0,0.024764063,0.009761204,0.356585478,0,0,0,0,2.69E-05,0.001724753,0,0,0.301588141,0,0.773007911,0.656619307
HOA7812A55,0.047098815,0,0,0.221771206,0.047927873,0,0.04350748,0,0.015421895,0,0,0.064594784,0.339770148,0.004577611,0,0,0.006000502,0.005740074,0.001043054,0,0,0.202546558,0,0.608361906,0.796076127
HOA7812A60,0.040996655,0,0,0.16689254,0.064602157,0.025555699,0.034949034,0,0.020577565,0,0,0.05919666,0.293155378,0,0.000734591,0,0.004237878,0.00935956,0,0.002698791,0,0.277043492,0,0.70183752,0.724502059
HOA7812A61,0.047158529,0.014359847,0,0.125490524,0.083166237,0.038546803,0.033989629,0,0.023446305,0,0,0.054658578,0.312628638,0,0.000190058,0,0.003618608,0.006964862,0.014564087,0,0,0.241217296,0,0.656491133,0.762381291
HOA7812A77,0.021640976,0.005212915,0.001168709,0.090110207,0.064260589,0,0.036260982,0,0.010595297,0,0.033516252,0.013924052,0.125169672,0,0,0.009707807,0.003715966,0,0,0.008519356,0,0.57619722,0,0.781147347,0.625907294
HOA7812A121,0.009125039,0.028050507,0,0.156822039,0.063150779,0.083973971,0.029135627,0,0.009081485,0,0,0.055126421,0.355350811,0.001395213,0,0,0.004729269,0,0.020580434,0,0,0.183478405,0,0.830048018,0.634633255
HOA7812A42,0.075402059,0,0,0.161681397,0.102168234,0.049931427,0.02179393,0,0.00475513,0.005635314,0,0.071775402,0.231626135,0,0,0.002282319,0,0.001630938,0.001063801,0,0,0.270253916,0,0.720099697,0.713398276
HOA7812A54,0.058263174,0.001787714,0,0.204954738,0.003056511,0,0.040611379,0,0.034190274,0,0,0.089014619,0.291455643,0,0,0.010981979,0.006180635,0.003762463,0,0,0,0.25574087,0,0.798140872,0.648194586
HOA7812A56,0.073454542,0,0,0.167974195,0.031237053,0.061897814,0.02650415,0,0.015853367,0,0.00733366,0.029579408,0.227139129,0,0,0,0,0,0,0.005808928,0,0.353217753,0,0.836380609,0.596356811
